objectid,x,y,lgd_state_,lgd_distri,pincode,schcd,schname,schmgt,schcat,schtype,rururb,school_cat,school_typ,stcode11,dtcode11,sdtcode11,sdtname,subdt_lgd,vilcode11,stname,dtname,vilname,management,location
94192,8934553.204101562,1472757.5618896484,33,568,600039,33020300206,BHARATHA MADHA NURSERY & PRIMARY SCHOOL,5,1,3,2,Primary,Co-education,33,603, ,Perambur,7166,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
94424,8934554.651306152,1473218.9962768557,33,568,600039,33020400304,M.P.DEVADAS PRY SCHOOL,4,1,3,2,Primary,Co-education,33,603, ,Perambur,7166,,TAMIL NADU,Chennai, ,Government Aided,Urban
94450,8934574.466308594,1473269.860900879,33,568,600039,33020300307,DON BOSCO MAT SCHOOL MKB NAGAR,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Perambur,7166,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
94678,8934703.819519043,1473622.4860839844,33,568,600039,33020300311,GHSS MKB NAGAR,1,5,3,2,Up. Pr. Secondary and Higher Sec,Co-education,33,603, ,Perambur,7166,,TAMIL NADU,Chennai, ,Department of Education,Urban
94918,8934761.371520996,1474158.5764770508,33,568,600039,33020300520,SRI LAKSHMI NARAYANA NURSERY & PRIMARY SCHOOL,5,1,3,2,Primary,Co-education,33,603, ,Perambur,7166,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
94919,8934761.705505371,1474158.5764770508,33,568,600039,33020300521,M P DEVADAS HIGH SCHOOL,4,7,3,2,Upper Pr. and Secondary,Co-education,33,603, ,Perambur,7166,,TAMIL NADU,Chennai, ,Government Aided,Urban
95232,8934645.933288574,1474859.2814941406,33,568,600118,33020100201,CPS KANNADASAN NAGAR,3,1,3,2,Primary,Co-education,33,603, ,Perambur,7166,,TAMIL NADU,Chennai, ,Local Body,Urban
88886,8930682.180297852,1461280.4841308594,33,568,600015,33020901001,CPS VENKATAPURAM,3,1,3,2,Primary,Co-education,33,603, ,Guindy,7169,,TAMIL NADU,Chennai, ,Local Body,Urban
89484,8930756.318908691,1462335.7529296875,33,568,600015,33020901012,CUGPS BAZAAR STREET,3,1,3,2,Primary,Co-education,33,603, ,Guindy,7169,,TAMIL NADU,Chennai, ,Local Body,Urban
89485,8930756.318908691,1462335.7529296875,33,568,600015,33020901002,CPS BAZAAR ST,3,1,3,2,Primary,Co-education,33,603, ,Guindy,7169,,TAMIL NADU,Chennai, ,Local Body,Urban
89553,8930728.600524902,1462462.0083007812,33,568,600015,33020900706,VIDYA SAGAR B.M.SCHOOL,4,2,3,2,Primary with Upper Primary,Co-education,33,603, ,Mambalam,7165,803351,TAMIL NADU,Chennai,Alandur (M),Government Aided,Urban
89959,8930753.424682617,1463245.9478759766,33,568,600017,33020801618,CHS KANNAMMAPET,3,7,3,2,Upper Pr. and Secondary,Co-education,33,603, ,Mambalam,7165,803351,TAMIL NADU,Chennai,Alandur (M),Local Body,Urban
89964,8930727.487304688,1463250.4041137695,33,568,600017,33020801603,CPS KANNAMMAPET,3,1,3,2,Primary,Co-education,33,603, ,Mambalam,7165,803351,TAMIL NADU,Chennai,Alandur (M),Local Body,Urban
90194,8930721.809875488,1463681.288696289,33,568,600033,33020900418,TRINITY N&P SCHOOL,5,1,3,2,Primary,Co-education,33,603, ,Mambalam,7165,803351,TAMIL NADU,Chennai,Alandur (M),Pvt. Unaided (Recognized),Urban
90235,8930710.678,1463736.935119629,33,568,600033,33020900414,SRI AHOBILA MATH ORIENTAL HIGHER SECONDARY SCHOOL,4,5,3,2,Up. Pr. Secondary and Higher Sec,Co-education,33,603, ,Mambalam,7165,803351,TAMIL NADU,Chennai,Alandur (M),Government Aided,Urban
90236,8930710.678,1463736.935119629,33,568,600033,33020900416,MAHARSI VASUDEVA VID N&P Sch,5,1,3,2,Primary,Co-education,33,603, ,Mambalam,7165,803351,TAMIL NADU,Chennai,Alandur (M),Pvt. Unaided (Recognized),Urban
90251,8930718.025,1463762.3018798828,33,568,600033,33020900403,CHSS WEST MAMBALAM,3,5,3,2,Up. Pr. Secondary and Higher Sec,Co-education,33,603, ,Mambalam,7165,803351,TAMIL NADU,Chennai,Alandur (M),Local Body,Urban
90259,8930739.732299805,1463786.297302246,33,568,600033,33020900410,SRI SARADA MIDDLE SCHOOL WEST MAMBALAM,4,2,3,2,Primary with Upper Primary,Co-education,33,603, ,Mambalam,7165,803351,TAMIL NADU,Chennai,Alandur (M),Government Aided,Urban
90261,8930774.686706543,1463792.353088379,33,568,600033,33020801615,SREE NARAYANA MISSION SS SCH,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Mambalam,7165,803351,TAMIL NADU,Chennai,Alandur (M),Pvt. Unaided (Recognized),Urban
90680,8930828.120117188,1464774.926696777,33,568,600033,33020801409,BALA VIDHYA MATRIC SCH,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603,05925,Chennai,0,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
90924,8930817.322,1465376.3255004885,33,568,600024,33020801005,FATIMA MATRICULATION HSS,5,3,2,2,Pr. with Up.Pr. Sec. and H.Sec.,Girls,33,603,05925,Chennai,0,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
90994,8930667.152,1465550.245727539,33,568,600024,33020801207,LOYOLA MATRIC HSS,5,3,1,2,Pr. with Up.Pr. Sec. and H.Sec.,Boys,33,603,05925,Chennai,0,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
91291,8930834.576,1466179.772521973,33,568,600024,33020800802,CPS VARADARAJAN PET,3,1,3,2,Primary,Co-education,33,603,05925,Chennai,0,,TAMIL NADU,Chennai, ,Local Body,Urban
91902,8930778.360290527,1467655.8842773438,33,568,600094,33020501609,ECI MISSION NURSERY & PRIMARY SCHOOL,5,1,3,2,Primary,Co-education,33,603, ,Aminjikarai,7161,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
92186,8930809.195678711,1468328.1997070312,33,568,600030,33020501110,Valli N&P school,5,1,3,2,Primary,Co-education,33,603, ,Aminjikarai,7161,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
92195,8930794.612915039,1468345.227722168,33,568,600029,33020501105,CHENNAI GIRLS HIGHER SECONDARY SCHOOL PULLA AVENUE,3,5,2,2,Up. Pr. Secondary and Higher Sec,Girls,33,603, ,Aminjikarai,7161,,TAMIL NADU,Chennai, ,Local Body,Urban
92483,8930798.731689453,1469142.130493164,33,568,600030,33020501006,SSV BALAMANDIR N&P SCHOOL,5,2,3,2,Primary with Upper Primary,Co-education,33,603, ,Aminjikarai,7161,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
93168,8930678.506713867,1470731.8892822266,33,568,600023,33020401013,BHARATHA VIDYALA MAT HSS,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Ayanavaram,7163,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
93961,8930717.469,1472302.3073120115,33,568,600082,33020400806,GHSS GKM COLONY,1,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Ayanavaram,7163,,TAMIL NADU,Chennai, ,Department of Education,Urban
94089,8930826.561523438,1472530.905090332,33,568,600039,33020400204,ST.THOMUS PRY.SCHOOL,4,1,3,2,Primary,Co-education,33,603, ,Ayanavaram,7163,,TAMIL NADU,Chennai, ,Government Aided,Urban
94543,8930810.197692871,1473396.9655151367,33,568,600082,33020400405,VATSALYA MATRICULATION HIGHER SECONDARY SCHOOL,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Ayanavaram,7163,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
94808,8930828.787902832,1473916.2487182615,33,568,600082,33020400409,PONNUSWAMY N & P SCHOOL,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Ayanavaram,7163,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
95024,8930733.053100586,1474435.198486328,33,568,600110,33020401021,NARAYANA E-TECHNO SCHOOL,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05701,Mathavaram,5701,803337,TAMIL NADU,Chennai,Madavaram (M),Pvt. Unaided (Recognized),Urban
95337,8930770.901916504,1475059.3228759766,33,589,600110,33011004205,"ALLWIN VID NUR&PRI, PONNIAMMAN",5,1,3,1,Primary,Co-education,33,603,05701,Mathavaram,5701,803337,TAMIL NADU,Chennai,Madavaram (M),Pvt. Unaided (Recognized),Rural
96321,8930812.424072266,1477745.7302856443,33,589,600060,33011003906,St.JOSEPH ACA MAT SCH,5,6,3,1,Pr. Up Pr. and Secondary Only,Co-education,33,603,05701,Mathavaram,5701,803337,TAMIL NADU,Chennai,Madavaram (M),Pvt. Unaided (Recognized),Rural
88526,8922408.581726074,1460747.9517211914,33,574,600128,33030501301,"Panchayath union primary school, KOLAPPAKKAM",1,1,3,1,Primary,Co-education,33,787, ,Pallavaram,6629,629359,TAMIL NADU,Chengalpattu,Kolapakkam (OG),Department of Education,Rural
88749,8922739.200500488,1461049.5778808594,33,574,600122,33030501306,ST FRANCIS INTERNATIONAL SCHOOL KOLAPPAKKAM,5,6,3,1,Pr. Up Pr. and Secondary Only,Co-education,33,787, ,Pallavaram,6629,629359,TAMIL NADU,Chengalpattu,Kolapakkam (OG),Pvt. Unaided (Recognized),Rural
88838,8922749.330688477,1461215.9307250977,33,574,600128,33030501309,VELAMMAL BODHI CAMPUS SCHOOL  KOLAPPAKKAM,5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,629359,TAMIL NADU,Chengalpattu,Kolapakkam (OG),Pvt. Unaided (Recognized),Rural
88959,8922538.825500488,1461427.7576904297,33,574,600128,33030501307,PON VIDHYASHRAM KOLAPPAKKAM,5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,787, ,Pallavaram,6629,629359,TAMIL NADU,Chengalpattu,Kolapakkam (OG),Pvt. Unaided (Recognized),Rural
89710,8922857.199279785,1462785.133728027,33,589,600116,33010911311,"SUN BEAMS NUR & PRI,PORUR",5,1,3,1,Primary,Co-education,33,603, ,Maduravoyal,5981,803331,TAMIL NADU,Chennai,Porur (TP),Pvt. Unaided (Recognized),Rural
89787,8922560.198913574,1462934.8146972656,33,589,600116,33010902808,ST MARYS MAT SC - KARAMBAKKAM,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,803331,TAMIL NADU,Chennai,Porur (TP),Pvt. Unaided (Recognized),Urban
90192,8922760.351,1463672.9475097656,33,589,600116,33010911308,"CHILDREN'S ACADEMY MATRIC HIGH SCHOOL  ,PORUR CHENNAI 600116",5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Maduravoyal,5981,629175,TAMIL NADU,Chennai,Karambakkam (CT),Pvt. Unaided (Recognized),Urban
90480,8922574.559082031,1464261.410888672,33,589,600116,33010902803,VASANTHA VIDHYA. KARAMPAKKAM,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Maduravoyal,5981,629175,TAMIL NADU,Chennai,Karambakkam (CT),Pvt. Unaided (Recognized),Urban
90521,8922872.783874512,1464345.9678955078,33,589,600116,33010902806,"GRACE MATRICULATION HIGHER SECONDARY SCHOOL , KARAMPAKKAM",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,629175,TAMIL NADU,Chennai,Karambakkam (CT),Pvt. Unaided (Recognized),Urban
90523,8922774.266113281,1464349.3958740234,33,589,600116,33010902811,"GRACE NP, KARAPAKKAM",5,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,629175,TAMIL NADU,Chennai,Karambakkam (CT),Pvt. Unaided (Recognized),Urban
90533,8923021.618103027,1464384.8182983398,33,589,600116,33010902805,"ST PAULS HSS, KARAMPAKKAM",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,629175,TAMIL NADU,Chennai,Karambakkam (CT),Pvt. Unaided (Recognized),Urban
91373,8922581.349487305,1466344.5557250977,33,589,600095,33010911010,ST THOMAS VIDYALAYAM MATRIC HSS  VANAGARAM,5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Rural
92967,8922241.602478027,1470256.4381103516,33,589,600058,33010908601,SRI VENKATESWARA MATRIC HSS,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
93069,8922293.588684082,1470506.7346801758,33,589,600058,33010908803,"ST.MARYS MATRICULATION HIGHER SECONDARY SCHOOL, ATHIPET",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
93707,8922755.898498535,1471760.537475586,33,589,600053,33010908501,MUN.PRI.SCH KAMARAJAPURAM,3,1,3,2,Primary,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Local Body,Urban
93710,8922615.747314453,1471766.252319336,33,589,600053,33010908502,AMBATTUR MUNICIPAL HIGH SCHOOL KAMARAJAPURAM,3,7,3,2,Upper Pr. and Secondary,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Local Body,Urban
93794,8922880.576293945,1471937.6973266602,33,589,600053,33010911803,"SDA NUR&PRI SCHOOL,ATHIPET",5,1,3,2,Primary,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
93895,8922529.252,1472183.437072754,33,589,600053,33010907703,BAHARATH MAT AMBATTUR,5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Rural
93910,8922715.823486328,1472198.295715332,33,589,600053,33010907701,MUN.PRI.SCH RAMAPURAM,3,1,3,2,Primary,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Local Body,Urban
94071,8922597.045471191,1472510.331298828,33,589,600053,33010907601,MUN.PRI.SCH VARADARAJAPURAM,3,1,3,2,Primary,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Local Body,Urban
94090,8922531.367126465,1472545.764099121,33,589,600053,33010907604,SARASWATHI PRI VARADARAJAPURAM,5,1,3,2,Primary,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
94335,8922662.946716309,1473037.256286621,33,589,600053,33010907102,PJ GUPTA HS AMBATTUR,4,7,3,2,Upper Pr. and Secondary,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Government Aided,Urban
94347,8922652.816711426,1473072.689880371,33,589,600053,33010907101,PJ GUPTA AP SCH AMBATTUR,4,1,3,2,Primary,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Government Aided,Urban
94372,8922232.696899414,1473108.1232910156,33,589,600053,33010907103,SRM HSS AMBATTUR,4,5,3,2,Up. Pr. Secondary and Higher Sec,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Government Aided,Urban
94451,8922792.633911133,1473276.147521973,33,589,600053,33010907202,GOVT (G) HSS AMBATTUR,1,5,2,2,Up. Pr. Secondary and Higher Sec,Girls,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Department of Education,Urban
94694,8922600.496520996,1473654.491271973,33,589,600053,33010907115,"NARAYANA e-TECHNO SCHOOL, AMBATTUR",5,2,3,2,Primary with Upper Primary,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
94696,8922546.506530762,1473657.9204711914,33,589,600053,33010907111,PASUMPON AACINI MAT HSS AMBATTUR,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
95020,8922208.095275879,1474422.6248779297,33,589,600053,33010906707,VELAMMAL VIDHYASHRAM AMBATTUR,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
95030,8922524.353881836,1474451.2017211914,33,589,600053,33010906905,SHREE BALAKRISHNA NURSERY AND PRIMARY SCHOOL ORAGADAM,5,1,3,2,Primary,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
95132,8923009.262,1474654.6693115234,33,589,600053,33010907109,SETHU BHASKARA MATRIC HR SEC SCH KALLIKUPPAM,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
95217,8922708.588,1474819.2734985352,33,589,600053,33010906904,HIMALAYAN N&P ORAKADAM,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
95298,8922668.735290527,1474980.4490966797,33,589,600053,33010906901,MUN.MID.SCH ORAKADAM,3,2,3,2,Primary with Upper Primary,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Local Body,Urban
90142,8923367.933105469,1463598.6763305664,33,589,600116,33010911304,"GOVT BOYS HSS,PORUR",1,5,1,2,Up. Pr. Secondary and Higher Sec,Boys,33,603, ,Maduravoyal,5981,803331,TAMIL NADU,Chennai,Porur (TP),Department of Education,Urban
90171,8923482.703491211,1463620.386291504,33,589,600116,33010911312,AIYEESHA RAZZAC MATRIC HIGHER SECONDARY SCHOOL,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,803331,TAMIL NADU,Chennai,Porur (TP),Pvt. Unaided (Recognized),Urban
90250,8923461.107,1463760.930480957,33,589,600116,33010911315,"ST JOHNS HSS,PORUR",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,803331,TAMIL NADU,Chennai,Porur (TP),Pvt. Unaided (Recognized),Urban
90321,8923407.117492676,1463900.3328857422,33,589,600116,33010911305,"FAITH HOME MID SCH,PORUR",4,2,3,2,Primary with Upper Primary,Co-education,33,603, ,Maduravoyal,5981,803331,TAMIL NADU,Chennai,Porur (TP),Government Aided,Urban
90328,8924338.639099121,1463928.8991088867,33,589,600116,33010911415,PON VIDYASHRAM,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,803331,TAMIL NADU,Chennai,Porur (TP),Pvt. Unaided (Recognized),Urban
90590,8923917.74,1464496.7996826172,33,589,600116,33010911101,"PUPS, ALAPAKKAM",1,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Department of Education,Urban
90729,8923846.272888184,1464909.3060913086,33,589,600116,33010911414,AG-SRM VIDYODAYA NP SCHOOL VALASARAVAKKAM,5,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
90733,8924017.26,1464926.446472168,33,589,600116,33010911102,"GOVT HIGHER SECONDARY SCHOOL, ALAPAKKAM",1,5,3,2,Up. Pr. Secondary and Higher Sec,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Department of Education,Urban
90736,8923950.913330078,1464929.8745117188,33,589,600116,33010911103,ARULMIGU MEENAKSHI AMMAN HR SEC SCHOOL,5,11,3,2,Higher Secondary only/Jr. College,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
90739,8923961.711120605,1464949.3002929688,33,589,600116,33010911107,ARULMIGU MEENAKSHIAMMAN PUBLIC SCHOOL,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
90764,8924478.233703613,1464996.1505126953,33,589,600087,33010911406,VAILANKANNI MATRICULATION HIGHER SECONDARY SCHOOL,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
90911,8924339.529,1465346.9581298828,33,589,600116,33010911108,"ACHARIYA SIKSHA MANDIR , ALAPAKKAM",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
91033,8923514.986083984,1465617.780090332,33,589,600095,33010911106,"VELAMMAL VIDHYODHAYA N&P SCHOOL, MADURAVOYAL",5,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
91034,8923871.208496094,1465617.780090332,33,589,600095,33010911219,VELAMMAL VIDHIYASHRAM MATRICULATION SCHOOL,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
91176,8923531.350097656,1465933.1708984375,33,589,600095,33010911212,"SRI IYAPPA NUR&PRI ,ALAPAKKAM",5,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
91284,8923859.742492676,1466145.7188720703,33,589,600095,33010911221,V.N.R. VIVEKANANDA VIDYALAYA,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
91302,8923512.425720215,1466208.569519043,33,589,600077,33010911216,"JANET NUR&PRI SCHOOL,EARIKARAI",5,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
91404,8924311.365722656,1466392.5509033203,33,589,600095,33010911225,"VELAMMAL VIDYALAYA, ALAPAKKAM",5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
91446,8923986.424072266,1466505.6829223633,33,589,600095,33010911207,Velammals Memorial Mat Hr Sec School,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
91496,8923733.728881836,1466609.6732788086,33,589,600095,33010911213,"BAKIALAKSHMI MAT SCHOOL,MADHURAVOYAL",5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
91639,8924122.901916504,1466966.2149047852,33,589,600095,33010911201,"PUPS,MADHURAVOYAL",1,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Department of Education,Urban
91657,8924042.752,1467018.7822875977,33,589,600095,33010911203,"GOVT HSS,MADHURAVOYAL",1,5,3,2,Up. Pr. Secondary and Higher Sec,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Department of Education,Urban
91969,8924056.110107422,1467815.3048706057,33,589,600095,33010901201,"PANCHAYAT UNION MIDDLE SCHOOL, NOLAMBUR",1,2,3,2,Primary with Upper Primary,Co-education,33,603, ,Maduravoyal,5981,629172,TAMIL NADU,Chennai,Nolambur (CT),Department of Education,Urban
92198,8923692.763305664,1468362.712890625,33,589,600095,33010901202,"DAWN CBSE SCH, NOLAMBUR",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,629172,TAMIL NADU,Chennai,Nolambur (CT),Pvt. Unaided (Recognized),Urban
92259,8923751.094726562,1468529.5659179688,33,589,600095,33010901205,"SRI CHITHANYA SCHOOL, NOLAMBUR",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,629172,TAMIL NADU,Chennai,Nolambur (CT),Pvt. Unaided (Recognized),Urban
92364,8924442.388671875,1468824.4180908203,33,589,600037,33010908909,"PUPS, MUGAPPAIR SECTOR 8",1,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,629172,TAMIL NADU,Chennai,Nolambur (CT),Department of Education,Urban
92368,8923960.375305176,1468862.131896973,33,589,602001,33010908916,MKP NUR&PRI SCHOOL,5,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,629172,TAMIL NADU,Chennai,Nolambur (CT),Pvt. Unaided (Recognized),Urban
92369,8924249.026916504,1468862.131896973,33,589,600037,33010908913,"TRINITY N, MUGAPPAIR",5,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,629172,TAMIL NADU,Chennai,Nolambur (CT),Pvt. Unaided (Recognized),Urban
92426,8924295.892,1468990.1311035156,33,589,600037,33010908908,PRIYA MAT MUGAPAIR WEST,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,629172,TAMIL NADU,Chennai,Nolambur (CT),Pvt. Unaided (Recognized),Urban
92429,8924160.750488281,1468999.2739257812,33,589,600037,33010908915,PRETTY DOLLS NUR & PRI,5,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,629172,TAMIL NADU,Chennai,Nolambur (CT),Pvt. Unaided (Recognized),Urban
92471,8924024.161499023,1469119.2734985352,33,589,600037,33010908901,PUPS MUGAPAIR SECTOR - 5,1,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,629172,TAMIL NADU,Chennai,Nolambur (CT),Department of Education,Urban
92474,8924428.028503418,1469122.7019042969,33,589,600037,33010908910,AMUTHA MAT HSS,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,629172,TAMIL NADU,Chennai,Nolambur (CT),Pvt. Unaided (Recognized),Urban
92503,8924245.799,1469198.130493164,33,589,600037,33010908902,PUPS MUGAPAIR SECTOR - 6,1,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,629172,TAMIL NADU,Chennai,Nolambur (CT),Department of Education,Urban
92534,8923818.776916504,1469264.4165039062,33,589,600037,33010908906,GREEN VALLEY MAT MUGAPAIR WEST,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,629172,TAMIL NADU,Chennai,Nolambur (CT),Pvt. Unaided (Recognized),Urban
