objectid,x,y,lgd_state_,lgd_distri,pincode,schcd,schname,schmgt,schcat,schtype,rururb,school_cat,school_typ,stcode11,dtcode11,sdtcode11,sdtname,subdt_lgd,vilcode11,stname,dtname,vilname,management,location
87029,8934799.999511719,1458494.5399169922,33,568,600041,33021002115,BESANT ARUNDALE SR SEC SCHOOL,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
87764,8934777.067687988,1459610.4843139648,33,568,600090,33021001808,SHANTHI NURSERY & PRIMARY SCHOOL,5,1,3,2,Primary,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
87911,8934607.750671387,1459745.6389160156,33,568,600020,33021001801,CPS SHASTRI NAGAR,3,1,3,2,Primary,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Local Body,Urban
88007,8934784.748718262,1459918.382080078,33,568,600020,33021001703,CMS DAMODARAPURAM,3,2,3,2,Primary with Upper Primary,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Local Body,Urban
86186,8934513.018,1457064.8291015625,33,568,600041,33021002117,SRI SANKARA MAT HSS,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
86235,8934358.951721191,1457150.621,33,568,600041,33020901901,"ADVENT CHRISTIAN MIDDLE SCHOOL,  THIRUVANMIYUR, CH-41.",4,2,3,2,Primary with Upper Primary,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Government Aided,Urban
87312,8934336.465,1458919.9829101562,33,568,600041,33021002118,SARASWATHY VENKATARAMAN MATRICULATION HIGHER SECONDARY SCHOOL,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
87589,8934523.593078613,1459317.4417114258,33,568,600028,33021001010,KALEIDOSCOPE LEARNING CENTER,5,2,3,2,Primary with Upper Primary,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
87749,8934270.897888184,1459583.7504882812,33,568,600020,33021002107,SRI MYLAI KARPAGAVALLI MATRICUATION HIGHER SECONDARY SCHOOL,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
87913,8934289.043,1459747.581115723,33,568,600020,33021001804,VIDYA RATNA P.T.S MATRIC.HR.SEC.SCHOOL,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
87987,8934468.044677734,1459864.7994995115,33,568,600020,33021001809,ACHARIYA BALA SIKSHA MANDIR,5,1,3,2,Primary,Co-education,33,603, ,Velachery,7171,,TAMIL NADU,Chennai, ,Pvt. Unaided (Recognized),Urban
89786,8924741.615478516,1462931.387,33,589,600089,33010911501,"HUSAIN ELE SCH,RAMAPURAM",4,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,803331,TAMIL NADU,Chennai,Porur (TP),Government Aided,Urban
89805,8924644.767700195,1462962.2373046875,33,589,600089,33010907404,HUSSAINY HS HUSSAINABAD,4,7,3,2,Upper Pr. and Secondary,Co-education,33,603, ,Maduravoyal,5981,803331,TAMIL NADU,Chennai,Porur (TP),Government Aided,Urban
89934,8925313.241088867,1463181.6185302734,33,589,600089,33010907705,ASSISI MAT HSS RAMAPURAM,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,629176,TAMIL NADU,Chennai,Ramapuram (CT),Pvt. Unaided (Recognized),Urban
89936,8925457.733886719,1463186.1889038086,33,589,600089,33010911508,"GOVT HSS,RAMAPURAM",1,5,3,2,Up. Pr. Secondary and Higher Sec,Co-education,33,603, ,Maduravoyal,5981,629176,TAMIL NADU,Chennai,Ramapuram (CT),Department of Education,Urban
89946,8925416.322875977,1463202.1857299805,33,589,600089,33010911502,"PUPS,RAMAPURAM",1,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,629176,TAMIL NADU,Chennai,Ramapuram (CT),Department of Education,Urban
89949,8925405.302307129,1463207.8986816406,33,574,600125,33030507801,"Panchayath Union Middle School, Manappakkam",1,2,3,2,Primary with Upper Primary,Co-education,33,603, ,Maduravoyal,5981,629176,TAMIL NADU,Chennai,Ramapuram (CT),Department of Education,Urban
90005,8924938.428283691,1463347.2982788086,33,589,600089,33010911511,SABARI NURSERY AND PRIMARY SCHOOL,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,803331,TAMIL NADU,Chennai,Porur (TP),Pvt. Unaided (Recognized),Urban
90049,8925059.210083008,1463422.7114868164,33,589,600053,33010906404,"RAJALAKSHMI VIDHYASHRAM MATRICULATION HIGHER SECONDARY SCHOOL,RAMAPURAM",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,803331,TAMIL NADU,Chennai,Porur (TP),Pvt. Unaided (Recognized),Urban
90131,8924978.058105469,1463554.113708496,33,589,600089,33010907707,"SWAAMI VIVEKANANDA MATRIC HSS , RAMAPURAM",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,803331,TAMIL NADU,Chennai,Porur (TP),Pvt. Unaided (Recognized),Urban
90315,8924977.946899414,1463879.7653198242,33,589,600087,33010911404,"SATHYA MAT HSS,VALASARAVAKKAM",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,803331,TAMIL NADU,Chennai,Porur (TP),Pvt. Unaided (Recognized),Urban
90317,8924655.454284668,1463883.1932983398,33,589,600116,33010911302,"PUMS,POOTHAPEDU",1,2,3,2,Primary with Upper Primary,Co-education,33,603, ,Maduravoyal,5981,803331,TAMIL NADU,Chennai,Porur (TP),Department of Education,Urban
90322,8924584.321105957,1463908.3314819336,33,589,600116,33010911303,"GOVT GIRLS HSS,PORUR",1,5,2,2,Up. Pr. Secondary and Higher Sec,Girls,33,603, ,Maduravoyal,5981,803331,TAMIL NADU,Chennai,Porur (TP),Department of Education,Urban
90369,8924585.434326172,1464010.026916504,33,589,600087,33010911507,ROSARY ACADAMY NUR VALASARAVAKKAM,5,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,803331,TAMIL NADU,Chennai,Porur (TP),Pvt. Unaided (Recognized),Urban
90485,8924712.672485352,1464273.980102539,33,589,600087,33010911407,"HOLY CROSS MAT,VALASARAVAKKAM",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,803331,TAMIL NADU,Chennai,Porur (TP),Pvt. Unaided (Recognized),Urban
90562,8924796.385,1464431.6677246094,33,589,600087,33010911422,"ADW HS, VALASARA VAKKAM",2,7,3,2,Upper Pr. and Secondary,Co-education,33,603, ,Maduravoyal,5981,803331,TAMIL NADU,Chennai,Porur (TP),Tribal Welfare Department,Urban
90565,8924606.585083008,1464439.6663208008,33,589,600087,33010911416,"DEVI ACAD SENIOR SEC SCH,VALASARAVAKKAM",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
90568,8924862.174499512,1464448.807678223,33,589,600087,33010911401,"ADW PS,VALASARA VAKKAM",2,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,803331,TAMIL NADU,Chennai,Porur (TP),Tribal Welfare Department,Urban
90966,8924811.969482422,1465479.5119018557,33,589,600095,33010911214,"OUR LADY MATRIC HR SEC SCHOOL ,MADHURAVOYAL",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
90968,8924875.644,1465490.939086914,33,589,600095,33010911418,"MADHA PUBLIC SCHOOL, VALASARAVAKKAM",5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
90975,8925579.517,1465501.2235107422,33,589,600087,33010911411,GOOD SHEPHERD MATRIC HIGHER SECONDARY SCHOOL,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,803330,TAMIL NADU,Chennai,Valasaravakkam (M),Pvt. Unaided (Recognized),Urban
91129,8925155.946716309,1465825.7548828125,33,589,600107,33010901101,"PUPS, METTUKUPPAM(N)",1,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Department of Education,Urban
91137,8925165.965515137,1465838.3247070312,33,589,600095,33010901104,GHS METTUKUPPAM (N),1,7,3,2,Upper Pr. and Secondary,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Department of Education,Urban
91175,8925408.864685059,1465932.0283203125,33,589,600107,33010911013,"RANI VIDHYALAYA N&P, NERKUNDRAM",5,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
91181,8925308.454528809,1465949.169128418,33,589,600095,33010901102,"SRI AYYAPPA N&P, METTUKUPPAM",5,2,3,2,Primary with Upper Primary,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
91188,8924759.983276367,1465976.594482422,33,589,600095,33010911209,VANI NURSERY  & PRIMARY,5,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
91218,8924633.858276367,1466024.589111328,33,589,600095,33010911015,SRI VIMAL PRADEEP NUR AND PRI SCH MADURAVOYAL,5,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
91241,8925439.811279297,1466082.8685302734,33,589,600107,33010911105,"SRI VIMAL PRADEEP N&P SCHOOL,METTUKUPPAM",5,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
91439,8924773.008,1466480.5424804688,33,589,600053,33010911224,"EVERWIN PUBLIC SCHOOL, MADURAVOYAL",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
91503,8925329.605102539,1466645.0986938477,33,589,600095,33010901017,"ANNAI VIDYALAYA N&P, NERKUNDRAM",5,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
91505,8924714.564880371,1466657.669128418,33,589,600095,33010911210,"BHARATHI MAT HSS,MADHURAVOYAL",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
91600,8924686.623718262,1466869.079711914,33,589,600095,33010911208,"SRI VISA MAT,MADURAVOYAL",5,2,3,2,Primary with Upper Primary,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
91609,8924761.875671387,1466911.362121582,33,589,600095,33010911211,"KARTHIKEYAN MAT HSS,MADHURAVOYAL",5,11,3,2,Higher Secondary only/Jr. College,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
91646,8925138.135498047,1466997.0697021484,33,589,600095,33010911204,"PUMS,CMDA MADURAVOYAL",1,2,3,2,Primary with Upper Primary,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Department of Education,Urban
91675,8925591.985107422,1467045.0661010742,33,589,600107,33010901016,"ST MARYS N&P, NERKUNDRAM",5,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,629173,TAMIL NADU,Chennai,Nerkunram (CT),Pvt. Unaided (Recognized),Urban
91677,8924708.442321777,1467058.779296875,33,589,600095,33010911202,"ADW PS,MADHURAVOYAL",2,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Tribal Welfare Department,Urban
91681,8924714.008300781,1467063.3505249023,33,589,600095,33010911223,"ADW HS, MADHURAVOYAL",2,7,3,2,Upper Pr. and Secondary,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Tribal Welfare Department,Urban
91748,8924966.703491211,1467248.4802856443,33,589,600095,33010911215,"FR.AGNEL'S NURSERY & PRIMARY SCHOOL, MADHURAVOYAL",5,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
91799,8925441.926513672,1467368.472290039,33,589,600095,33010911220,MANASA SPL SC,5,2,3,2,Primary with Upper Primary,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
91847,8925641.967529297,1467517.0349121094,33,589,600107,33010911222,"DAYASADAN AGARWAL VIDYALAYA, NERKUNDRAM",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,803329,TAMIL NADU,Chennai,Maduravoyal (M),Pvt. Unaided (Recognized),Urban
92180,8925642.746887207,1468315.8571166992,33,589,600037,33010910114,SBIOA MODEL MATRIC HR.SEC.SCHOOL,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
92236,8924811.301513672,1468443.8536987305,33,589,600037,33010908919,BRIGHT THE LEARNING CENTER,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Maduravoyal,5981,629172,TAMIL NADU,Chennai,Nolambur (CT),Pvt. Unaided (Recognized),Urban
92318,8924756.866271973,1468695.2770996094,33,589,600037,33010908918,NETHRODAYA SPECIAL SCHOOL FOR VI & LD,5,5,3,2,Up. Pr. Secondary and Higher Sec,Co-education,33,603, ,Maduravoyal,5981,629172,TAMIL NADU,Chennai,Nolambur (CT),Pvt. Unaided (Recognized),Urban
92348,8925059.655273438,1468767.2758789062,33,589,600037,33010908911,"VELAMMAL MAT SCHOOL, MU WEST",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
92388,8925054.200683594,1468890.703,33,589,600037,33010908904,PUMS MUGAPPAIR SECTOR - 9,1,2,3,2,Primary with Upper Primary,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Department of Education,Urban
92398,8924793.713,1468910.1315307615,33,589,600037,33010908917,"MARGRIGORIOS PUBLIC SCHOOL,MOGAPPAIR WEST,SECTOR-7",5,1,3,2,Primary,Co-education,33,603, ,Maduravoyal,5981,629172,TAMIL NADU,Chennai,Nolambur (CT),Pvt. Unaided (Recognized),Urban
92431,8924582.651306152,1469007.2736816406,33,589,600037,33010908905,GOVT H S S MUGAPAIR WEST,1,5,3,2,Up. Pr. Secondary and Higher Sec,Co-education,33,603, ,Maduravoyal,5981,629172,TAMIL NADU,Chennai,Nolambur (CT),Department of Education,Urban
92452,8925137.022521973,1469096.4163208008,33,589,600037,33010909001,"MUN PRI. SCH, MUGAPPAIR",3,1,3,2,Primary,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Local Body,Urban
92488,8925689.055725098,1469158.130493164,33,589,600037,33010910118,"SPARTAN EXCLUSIVE SCHOOL (MATRIC, MOGAPPAIR",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
92555,8924658.905090332,1469326.1311035156,33,589,600034,33010908903,PUPS MUGAPAIR SECTOR - 7,1,1,3,2,Primary,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Department of Education,Urban
92593,8925689.723693848,1469414.131896973,33,589,600037,33010910206,"RAVINDRA BHARATHI GLOBAL SCHOOL ,MOGAPPAIR",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
92596,8924940.877502441,1469425.5604858398,33,589,602001,33010908920,SANKALP - THE LEARNING CENTER,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
92611,8925607.903930664,1469467.8466796875,33,589,600037,33010910115,LITTLE STAR N&P,5,1,3,2,Primary,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
92631,8924718.461120605,1469524.9902954102,33,589,600037,33010908912,"BARATH MS, MUGAPPAIR",5,2,3,2,Primary with Upper Primary,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
92675,8925580.964477539,1469624.420288086,33,589,600037,33010906206,"SPARTAN MATRIC HIGHER SECONDARY SCHOOL,MUGAPAIR",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
92746,8925493.356079102,1469771.8516845703,33,589,600037,33010908914,"DAV (G) SR.SEC.SCH, COLLECTOR NAGAR",5,3,2,2,Pr. with Up.Pr. Sec. and H.Sec.,Girls,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
92864,8925463.077270508,1470042.7161254885,33,589,600050,33010910117,"VALLIAMMAL N&P, ANNA NAGAR WEST EXTN., SECTOR-2",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
93015,8925500.591918945,1470371.871520996,33,589,600050,33010909201,SACRED HEART MAT.HSS,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
93057,8925365.783874512,1470486.1622924805,33,589,600050,33010909301,"MUN.PRI.SCH, MATHIYALAGAN NAGAR",3,1,3,2,Primary,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Local Body,Urban
93315,8925126.113098145,1471009.620727539,33,589,600050,33010908303,SIRORATHNAM MAT MANNURPET,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
93380,8925386.712097168,1471121.6282958984,33,589,600080,33010908201,GEORGE ALEXANDUR PRI SCH,4,1,3,2,Primary,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Government Aided,Urban
93397,8924695.640686035,1471143.344116211,33,589,600050,33010908301,MUN.PRI.SCH MANNURPET,3,1,3,2,Primary,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Local Body,Urban
93430,8925079.358886719,1471210.7775268557,33,589,600050,33010908302,ST THERASA MAT HSS MANNURPET,5,3,3,1,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Rural
93444,8924753.304077148,1471241.6369018557,33,589,600050,33010908604,CS CENTRAL MAT HSS MANNURPET,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
93574,8925617.699890137,1471474.7980957031,33,589,600080,33010908001,GOOD SHEPHERD MAT AMBATTUR,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
93670,8925550.685,1471669.1005249023,33,589,600080,33010911702,"CHRISTURAJA MAT SCH,KORATTUR",5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
93779,8925642.858093262,1471914.837890625,33,589,600080,33010911706,"LITTLE HOLY ANGELS M.S,KORATTUR",5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
94348,8924647.105285645,1473079.2048950195,33,589,600053,33010907802,RUDRAPPASAMY SCHOOL,5,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Pvt. Unaided (Recognized),Urban
94380,8924627.513122559,1473120.6967163086,33,589,600053,33010906601,SRI RAMAKRISHNA APS KARUKU,4,1,3,2,Primary,Co-education,33,603,05700,Ambattur,5700,803328,TAMIL NADU,Chennai,Ambattur (M),Government Aided,Urban
93821,8937726.588928223,1471992.102722168,33,568,600021,33020200902,ST. ROQUE'S MATRIC SCHOOL.,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Tondiarpet,7168,803339,TAMIL NADU,Chennai,Chennai (M Corp.),Pvt. Unaided (Recognized),Urban
93838,8936011.823486328,1472034.8499145508,33,568,600021,33020201802,CHS CB ROAD,3,7,3,2,Upper Pr. and Secondary,Co-education,33,603, ,Tondiarpet,7168,803339,TAMIL NADU,Chennai,Chennai (M Corp.),Local Body,Urban
93839,8936017.389526367,1472034.8499145508,33,568,600021,33020201801,CPS C.B.ROAD,3,1,3,2,Primary,Co-education,33,603, ,Tondiarpet,7168,803339,TAMIL NADU,Chennai,Chennai (M Corp.),Local Body,Urban
93862,8937991.084106445,1472105.714477539,33,568,600013,33020200512,"SHREE G.K JAIN NURSERY&PRIMARY,CH",5,1,3,2,Primary,Co-education,33,603, ,Tondiarpet,7168,803339,TAMIL NADU,Chennai,Chennai (M Corp.),Pvt. Unaided (Recognized),Urban
93873,8938122.997497559,1472123.4307250977,33,568,600130,33020200504,ST. PETTER'S PRIMARY SCHOOL,4,3,3,2,Pr. with Up.Pr. Sec. and H.Sec.,Co-education,33,603, ,Tondiarpet,7168,803339,TAMIL NADU,Chennai,Chennai (M Corp.),Government Aided,Urban
93881,8938094.611083984,1472139.8895263672,33,568,600013,33020200505,ST PETERS HSS,4,5,1,2,Up. Pr. Secondary and Higher Sec,Boys,33,603, ,Tondiarpet,7168,803339,TAMIL NADU,Chennai,Chennai (M Corp.),Government Aided,Urban
93883,8938038.172,1472142.2896728516,33,568,600013,33020200510,ST ANNE'S GIRLS HSS,4,5,2,2,Up. Pr. Secondary and Higher Sec,Girls,33,603, ,Tondiarpet,7168,803339,TAMIL NADU,Chennai,Chennai (M Corp.),Government Aided,Urban
93894,8938169.195,1472182.294128418,33,568,600013,33020200609,A.A.PUBLIC SCHOOL,5,6,3,2,Pr. Up Pr. and Secondary Only,Co-education,33,603, ,Tondiarpet,7168,803339,TAMIL NADU,Chennai,Chennai (M Corp.),Pvt. Unaided (Recognized),Urban
93929,8937341.646118164,1472244.0150756836,33,568,600021,33020200803,CPS CEMETRY ROAD,3,1,3,2,Primary,Co-education,33,603, ,Tondiarpet,7168,803339,TAMIL NADU,Chennai,Chennai (M Corp.),Local Body,Urban
93931,8938532.096679688,1472245.1578979492,33,568,600013,33020200416,MINNAKSHI VISHWA VIDHYASHRAM,8,1,3,2,Primary,Co-education,33,603, ,Tondiarpet,7168,803339,TAMIL NADU,Chennai,Chennai (M Corp.),Unrecognized,Urban
93934,8938256.135681152,1472266.1889038086,33,568,600013,33020200516,"ST.JOSEPH NURSERY&PRIMARY,CH",5,1,3,2,Primary,Co-education,33,603, ,Tondiarpet,7168,803339,TAMIL NADU,Chennai,Chennai (M Corp.),Pvt. Unaided (Recognized),Urban
93941,8937355.338500977,1472274.0755004885,33,568,600021,33020200809,CHS MANIGANDAN ST,3,7,3,2,Upper Pr. and Secondary,Co-education,33,603, ,Tondiarpet,7168,803339,TAMIL NADU,Chennai,Chennai (M Corp.),Local Body,Urban
